"total_quanity_sold","total_transections_product","product_id","description","total_cost"
"17","12","90177B","DROP DIAMANTE EARRINGS BLACK DIAMON","50.37"
"17","12","90194","SILVER LARIAT BLACK STONE EARRINGS","72.21"
"17","10","84614A","PINK BAROQUE FLOCK CANDLE HOLDER","124.83"
"17","11","21764","VINTAGE WOODEN PLATE RACK","659.15"
"17","10","85099c","JUMBO  BAG BAROQUE BLACK WHITE","85.17"
"16","11","90018C","SILVER BLACK ORBIT DROP EARRINGS","68.11"
"16","5","20816","GOLD FLOWER CUSHION COVER ","108.00"
"16","8","90196A","PURPLE GEMSTONE NECKLACE 45CM","204.00"
"16","8","84292B","BLUE COL METAL FOLDING CHAIR","59.75"
"16","15","84660c","PINK STITCHED WALL CLOCK","121.92"
"16","5","90128C","GREEN LEAVES AND BEADS PHONE CHARM","22.58"
"16","11","90056","CHUNKY CRACKED GLAZE NECKLACE IVORY","175.48"
"16","12","84875A","PINK SQUARE COMPACT MIRROR","60.00"
"16","14","37477B","FLOWER FAIRY MUG+COASTER,LAVENDER","60.00"
"16","13","90028","NEW BAROQUE LARGE NECKLACE BLK/WHIT","136.11"
"16","10","90199D","5 STRAND GLASS NECKLACE AMBER","101.66"
"16","4","84867A","PINK BABY GIRLS PHOTO ALBUM","105.82"
"16","7","84613A","PINK NEW BAROQUE FLOCK CANDLESTICK","74.40"
"16","7","gift_0001_10","Dotcomgiftshop Gift Voucher £10.00","51.24"
"16","5","35910B","PINK FLOWERS RABBIT EASTER","35.72"
"16","3","22850","BREAD BIN DINER STYLE BLACK","123.60"
"16","12","85161","ACRYLIC GEOMETRIC LAMP","295.20"
"16","4","20895","VINTAGE NOTEBOOK FRENCH LETTER ","47.20"
"15","4","84415A","PINK FLOCK SUEDE CUSHION COVER ","56.25"
"15","9","84586L","PINK ROSES/GINGHAM PATCH RABBIT 8""","44.25"
"15","14","90188","DROP EARRINGS W FLOWER & LEAF","38.46"
"15","13","90214V","LETTER ""V"" BLING KEY RING","16.35"
"15","7","35591T","TURQUOISE CHRISTMAS TREE ","18.75"
"15","3","90049","IVORY GOLD METAL BAG CHARM","79.47"
"15","10","85018A","S/6 PAPER BOXES ROMANTIC IMAGES","63.75"
"15","11","90138","WHITE/PINK MINI CRYSTALS NECKLACE","78.73"
"15","14","20620","RED SPOTTY PASSPORT COVER","61.76"
"15","4","gift_0001_50","Dotcomgiftshop Gift Voucher £50.00","86.03"
"15","4","gift_0001_40","nan","65.39"
"15","11","90016B","GOLD/M.O.P PENDANT ORBIT NECKLACE","127.48"
"15","10","90178B","PURPLE CHUNKY GLASS+BEAD NECKLACE","179.46"
"15","1","20859","nan","0.00"
"15","10","85018B","S/6 PAPER BOXES BLOSSOM IMAGES ","63.75"
"15","5","84963B","BLUE PAINTED KASHMIRI CHAIR","441.65"
"15","6","84599","CANDY STRIPE ROSE FLOOR CUSHION","160.15"
"15","6","22880","NUMBER TILE VINTAGE FONT, 1","37.79"
"15","2","79140","ASS WINDPROOF MARIJUANA LIGHTERS","6.30"
"15","13","21760","nan","1740.00"
"15","8","84705A","ENGLISH ROSE PHOTO FRAME ","69.75"
"15","14","90103","PURPLE FRANGIPANI NECKLACE","38.19"
"15","10","90196B","BLACK GEMSTONE NECKLACE 45CM","191.25"
"15","12","84582","PINK CROCHET CAT WITH SCARF","63.75"
"15","9","90059B","DIAMANTE HAIR GRIP PACK/2 BLACK DIA","25.03"
"15","14","90177E","DROP DIAMANTE EARRINGS GREEN","44.59"
"15","3","90125C","TURQUOISE BERTIE GLASS BEAD CHARM","31.50"
"15","11","90019B","GOLD M.O.P ORBIT BRACELET","77.61"
"15","11","37489A","YELLOW/PINK FLOWER DESIGN BIG MUG","36.03"
"15","13","DCGS0076","SUNJAR LED NIGHT NIGHT LIGHT","243.70"
"14","11","90179C","BLACK FINE BEAD NECKLACE W TASSEL","83.29"
"14","3","20835","FRENCH LATTICE CUSHION COVER ","32.24"
"14","4","84857A","SILVER MONTE CARLO HANDBAG","68.00"
"14","7","85184B","SET 4 EASTER DECOUPAGE OVAL BOXES","41.30"
"14","8","90037D","TINY CRYSTALS BRACELET BLACK","35.87"
"14","2","85186B","BUNNY BUNCH OF FLOWERS","5.88"
"14","14","PADS","PADS TO MATCH ALL CUSHIONS","0.01"
"14","9","90024E","NEW BAROQUE B'FLY NECKLACE MONTANA","119.17"
"14","11","22827","GIANT SEVENTEEN DRAWER SIDEBOARD","2190.00"
"14","4","90067B","BROWN VINTAGE VICTORIAN EARRINGS","41.32"
"14","1","79069A","nan","0.00"
"14","10","90027D","GLASS BEAD HOOP EARRINGS AMETHYST","43.78"
"14","3","78026","SEAGRASS S/3 SQU LAUNDRY BOX","139.95"
"14","5","22887","NUMBER TILE VINTAGE FONT 8","33.58"
"14","13","90101","WHITE FRANGIPANI NECKLACE","35.63"
"14","13","90177C","DROP DIAMANTE EARRINGS CRYSTAL","41.67"
"14","11","90016C","SILVER/BLACK PENDANT ORBIT NECKLACE","119.11"
"14","5","22884","NUMBER TILE VINTAGE FONT 5","35.84"
"14","7","37348","SET OF 4 PASTEL STACKING MUGS","35.70"
"14","1","72777","nan","0.00"
"14","12","84653","GREEN ROSE QUILT ","750.48"
"14","4","21450","DISTRESSED CANDLE STICK WHITE","77.35"
"14","6","79149B","SILICON STAR BULB  BLUE","5.88"
"14","9","90183A","AMBER DROP EARRINGS W LONG BEADS","41.37"
"14","6","90119","METALIC LEAVES BAG CHARMS","38.01"
"14","10","18097A","PINK TALL PORCELAIN T-LIGHT HOLDER ","35.70"
"14","4","84550","CROCHET LILAC/RED BEAR KEYRING","23.10"
"14","6","84914A","nan","155.70"
"14","7","90001D","ANTIQUE OLIVE GREEN FLOWER EARRINGS","59.47"
"14","12","90199A","5 STRAND GLASS NECKLACE BLACK","88.94"
"14","11","90191","SILVER LARIAT 40CM","178.78"
"14","2","16010","FOLDING CAMPING SCISSOR W/KNIF & S","1.68"
"14","10","90160A","PURPLE BOUDICCA LARGE BRACELET","97.57"
"14","5","90125B","AQUA BERTIE GLASS BEAD BAG CHARM","31.51"
"14","6","90011C","GREEN CRYSTAL DROP EARRINGS","29.53"
"13","8","84795E","RIO PINK STRIPE HAMMOCK","79.50"
"13","10","22782","SET 3 WICKER STORAGE BASKETS ","312.35"
"13","6","18097B","BLUE TALL PORCELAIN T-LIGHT HOLDER","17.85"
"13","7","90151","SILVER/NATURAL SHELL NECKLACE","110.67"
"13","8","90150","BLUE SHELL+SILVER NECKLACE","97.50"
"13","2","gift_0001_60","nan","0.00"
"13","3","gift_0001_70","nan","59.57"
"13","5","84510e","SET OF 4 GREEN CAROUSEL COASTERS","32.63"
"13","5","84529B","BLUE KNITTED KID'S RUCKSACK","62.35"
"13","11","90164A","PINK ROSEBUD PEARL BRACELET","99.72"
"13","3","35537","CANDLE RING W/CLEAR BEADS","5.46"
"13","6","90123C","GREEN HEART OF GLASS BRACELET","77.46"
"13","10","84746","PINK EASTER HENS+FLOWER","37.50"
"13","10","90033","IVORY SHELL HEART EARRINGS","33.36"
"13","4","84966A","PINK KASHMIRI BOXED MIRROR","225.95"
"13","3","37488A","nan","8.85"
"13","9","90180B","PURPLE AMETHYST NECKLACE W TASSEL","130.07"
"13","11","90024D","NEW BAROQUE B'FLY NECKLACE PINK","110.68"
"13","12","90174","BUTTERFLY HAIR BAND","33.24"
"13","6","22928","YELLOW GIANT GARDEN THERMOMETER","83.27"
"13","8","85225","BLING KEY RING STAND","16.25"
"13","4","20884","MODERN CHRISTMAS TREE CANDLE ","6.30"
"13","12","47552A","DOTS IRONING BOARD COVER","25.35"
"13","3","gift_0001_80","nan","69.56"
"12","1","90127A","PINK BEADS+HAND PHONE CHARM","15.00"
"12","5","20877","MODERN CHRISTMAS BAUBLE CANDLE ","5.04"
"12","6","90128D","PURPLE LEAVES AND BEADS PHONE CHAR","18.78"
"12","5","22879","NUMBER TILE VINTAGE FONT 0","31.94"
"12","12","90181B","AMETHYST GLASS/SHELL/PEARL NECKLACE","112.32"
"12","5","81950V","FLOWER PURPLE CLOCK W/SUCKER","10.20"
"12","5","35654","VINTAGE BEAD FILLED PINK CUSHION","59.40"
"12","12","90130C","GREEN STONE/CRYSTAL EARRINGS","35.63"
"12","12","90202C","GREEN ENAMEL FLOWER HAIR TIE","35.71"
"12","3","85083","KISS REINDEER SCANDINAVIAN STOCKING","12.75"
"12","1","20939","ORANGE CANDLE","10.20"
"12","2","gift_0001_90","nan","0.00"
"12","10","35233","PASTA ENAMEL/BRASS CONTAINER","45.00"
"12","10","90118","PINK DAISY BAG CHARM","32.75"
"12","5","47351B","BLUE  VOILE LAMPSHADE","35.40"
"12","1","22933","BAKING MOULD EASTER EGG MILK CHOC","35.40"
"12","10","90003E","GREEN PAIR HEART HAIR SLIDES","45.51"
"12","6","44236","PINK/PURPLE CIRCLE CURTAIN","55.80"
"12","3","84964A","nan","630.00"
"12","9","90016A","SILVER/M.O.P PENDANT ORBIT NECKLACE","102.15"
"12","2","35909A","RABBIT EASTER DECORATION","35.40"
"11","8","90205A","LARGE MINT DIAMANTE HAIRSLIDE","18.71"
"11","4","22886","NUMBER TILE VINTAGE FONT, 7","27.73"
"11","1","84986A","nan","0.00"
"11","7","84030B","nan","18.75"
"11","8","90063B","BLACK VINT ART DEC CRYSTAL NECKLACE","93.85"
"11","7","16245A","nan","13.75"
"11","8","90124C","GREEN MURANO TWIST NECKLACE","110.67"
"11","8","84536a","ENGLISH ROSE NOTEBOOK A7 SIZE","8.91"
"11","6","84757","nan","74.75"
"11","8","84796a","PINK HAWAIIAN PICNIC HAMPER FOR 2","93.17"
"11","2","22016","nan","0.00"
"11","3","20673","STRAWBERRIES PRINT BOWL","6.25"
"11","9","90079","VINTAGE ENAMEL & CRYSTAL NECKLACE","55.01"
"11","6","90039B","FIRE POLISHED GLASS BRACELET MONTAN","41.49"
"11","6","90030C","BROWN KUKUI COCONUT SEED NECKLACE","65.54"
"11","1","84247B","nan","0.00"
"11","1","84311","CAMOFLAGE CUSHION COVER","18.15"
"10","7","90027B","GLASS BEAD HOOP EARRINGS MONTANA","29.52"
"10","8","84985a","SET OF 72 GREEN PAPER DOILIES","29.80"
"10","9","90111","BLUE HIBISCUS  HAIR CLIP","8.40"
"10","4","40046C","PINK BUTTERFLY PAPER LAMPSHADE","3.75"
"10","7","79066k","RETRO MOD TRAY","16.60"
"10","9","85124a","PINK JUICY FRUIT PHOTO FRAME","50.60"
"10","10","21595","Dad's Cab Electronic Meter","76.95"
"10","9","90214Z","LETTER ""Z"" BLING KEY RING","10.50"
"10","7","82613b","METAL SIGN,CUPCAKE SINGLE HOOK","25.10"
"10","4","47344B","BLUE FLOWER DES PURSE","12.50"
"10","7","37491B","BLUE/YELLOW CERAMIC CANDLE HOLDER","23.48"
"10","3","90135A","ORANGE/FUSCHIA STONES NECKLACE","49.64"
"10","6","90046","WHITE WITH METAL BAG CHARM","49.50"
"10","4","85179C","PINK BITTY LIGHT CHAIN","55.84"
"10","6","51012L","FEATHER DUSTER, LIGHT PINK","12.50"
"10","3","22883","NUMBER TILE VINTAGE FONT 4","25.78"
"10","5","90038C","GLASS AND BEADS BRACELET IVORY","37.77"
"10","4","20905","VINTAGE KEEPSAKE BOX BEAUTY GIRL","63.50"
"10","6","37112","YELLOW BIRDS FELT DES FOODCOVER","37.50"
"10","9","84575A","nan","59.50"
"10","1","84940","nan","0.00"
"10","10","90054","CRACKED GLAZE EARRINGS RED","25.53"
"10","5","90130D","RED STONE/CRYSTAL EARRINGS","29.61"
"10","2","22881","NUMBER TILE VINTAGE FONT, 2","21.26"
"10","5","35918B","BLUE FLORIBUNDA EGG WARMER","12.50"
"10","9","21596","Hypochondriac Pill Stress Ball","42.64"
"10","3","72801g","S/4 BURGUNDY WINE DINNER CANDLES","25.10"
"10","5","84951b","S/4 BLACK LOVEBIRD COASTERS","51.26"
"10","6","84559b","3D SHEET OF CAT STICKERS","16.90"
"10","6","84782B","BLACK 3 TIER GLASS PLATE STAND","127.50"
"10","7","84705F","RED PEONY PHOTO FRAME ","46.50"
"10","6","84989b","75 BLACK FAIRY CAKE CASES","12.80"
"10","9","84247J","PACK/12 RUSSIAN DOLL CARDS","12.78"
"10","6","90064A","WHITE VINTAGE CRYSTAL EARRINGS","40.44"
"10","4","35597A","DUSTY PINK CHRISTMAS TREE 30CM","12.50"
"10","4","72785B","S/4 CONTEMPORY RED ROSEBUD CANDLES","10.90"
"10","3","72805","VANILLA CANDLE IN EMBOSSED ZINC POT","16.90"
"10","7","84562B","BLUE/WHITE RIBBED MELAMINE JUG","106.59"
"10","5","90197D","AMBER GLASS BRACELET HEART CHARMS","44.55"
"10","8","90187B","GREEN DROP EARRINGS W BEAD CLUSTER","33.96"
"10","1","22003","VINTAGE BLUE VACUUM FLASK 0.5L ","0.00"
"9","6","90189A","SILVER 2 STRAND NECKLACE-LEAF CHARM","67.64"
"9","2","22936","BAKING MOULD ROSE WHITE CHOCOLATE","29.25"
"9","6","84765","SILVER ROCOCO CANDELABRA","140.23"
"9","7","90027C","GLASS BEAD HOOP EARRINGS GREEN","26.67"
"9","6","35651","VINTAGE BEAD PINK SCARF ","87.91"
"9","3","90102","WHITE FRANGIPANI HAIR CLIP","7.61"
"9","4","90069","RUBY GLASS CLUSTER NECKLACE","67.50"
"9","8","90026A","GLASS BEAD HOOP NECKLACE BLACK","76.47"
"9","1","79053A","nan","0.00"
"9","5","90064B","BLACK VINTAGE  CRYSTAL EARRINGS","33.75"
"9","1","35980A","nan","0.00"
"9","6","84632","DECORATIVE HANGING SHELVING UNIT","499.55"
"9","7","84509a","ENGLISH ROSE PLACEMATS","68.90"
"9","4","84967C","nan","419.85"
"9","9","DCGS0003","BOXED GLASS ASHTRAY","22.65"
"9","5","90149","SILVER FLOWR PINK SHELL NECKLACE","67.50"
"9","3","22858","EASTER TIN KEEPSAKE","16.56"
"9","3","37479P","CUBIC MUG FLOCK PINK ON BROWN","22.95"
"9","8","90202A","PURPLE ENAMEL FLOWER HAIR TIE","26.62"
"9","3","75011","BLUE DAISY MOBILE","33.75"
"9","8","84968e","S/16 VINTAGE BLACK CUTLERY","229.41"
"9","8","90141A","GREEN PENDANT TRIPLE SHELL NECKLACE","47.35"
"9","5","90063A","WHITE VINT ART DECO CRYSTAL NECKLAC","76.48"
"9","9","90011A","MIDNIGHT BLUE CRYSTAL DROP EARRINGS","26.77"
"9","7","20820","SILVER LOOKING MIRROR","44.55"
"9","5","22206","MUG , DOTCOMGIFTSHOP.COM ","7.65"
"9","1","84567","FROSTED GLASS WITH SILVER SURROUND","14.85"
"8","5","22823","CHEST NATURAL WOOD 20 DRAWERS","910.00"
"8","2","84679","CLASSICAL ROSE TABLE LAMP","47.60"
"8","4","84823","DANISH ROSE FOLDING CHAIR","319.60"
"8","4","84536b","FAIRY CAKES NOTEBOOK A7 SIZE","6.48"
"8","5","22828","REGENCY MIRROR WITH SHUTTERS","1200.00"
"8","2","47556","SET/2 SPOTTY + ROSE TEA TOWELS ","2.55"
"8","5","35909B","PINK FLOWERS RABBIT EASTER","23.60"
"8","7","22824","3 TIER SWEETHEART GARDEN SHELF","287.60"
"8","5","84086B","YELLOW/BLUE RETRO RADIO","23.60"
"8","4","84617"," NEW BAROQUE BLACK BOXES","102.00"
"8","4","21347","GOTHIC CARRIAGE LANTERN","47.60"
"8","5","90091","nan","2.55"
"8","3","16215","FUNKY GIRLZ MAGNETIC TO DO LIST ","5.20"
"8","6","18096c","WHITE ROUND PORCELAIN TLIGHT HOLDER","41.14"
"8","8","90024C","NEW BAROQUE B'FLY NECKLACE GREEN","68.16"
"8","6","47563B","WAVELINE SURF IRONING BOARD COVER","30.00"
"8","3","90095","NECKLACE+BRACELET SET PINK BLOSSOM","22.91"
"8","5","84876C","SILVER HEART COMPACT MIRROR","30.00"
"8","4","90060C","FIRE POLISHED GLASS NECKL SILVER","41.65"
"8","1","72655C","nan","0.00"
"8","8","90183B","AMETHYST DROP EARRINGS W LONG BEADS","23.81"
"8","8","82613c","METAL SIGN,CUPCAKE SINGLE HOOK","20.08"
"8","6","90140","PINK SWEETIE NECKLACE","60.42"
"8","8","90011B","BLACK CRYSTAL DROP EARRINGS","23.79"
"8","6","90179B","PURPLE FINE BEAD NECKLACE W TASSEL","47.72"
"8","5","90038B","GLASS AND PAINTED BEADS BRACELET OL","30.42"
"8","6","37489B","BLUE/YELLOW FLOWER DESIGN BIG MUG","15.60"
"8","7","90001B","ANTIQUE MID BLUE FLOWER EARRINGS","33.97"
"8","4","78034B","BLUE NETTING STORAGE HANGER","15.60"
"8","4","37409","ASSORTED DESIGN FLOWER MUGS","6.80"
"8","4","35443","RASTA IN BATH W SPLIFF ASHTRAY","6.80"
"7","7","90053","CRACKED GLAZE EARRINGS IVORY","17.79"
"7","4","62097A","PINK STRIPES SHOULDER BAG","8.85"
"7","4","90176C","DIAMANTE NECKLACE","53.68"
"7","7","47570b","TEA TIME TABLE CLOTH","148.61"
"7","3","90030A","SPOTTED WHITE NATURAL SEED NECKLACE","41.76"
"7","1","35977B","nan","0.00"
"7","4","84864A","PINK PAISLEY PHOTO ALBUM","67.71"
"7","5","82072","WHITE WOOD SINGLE P/FRAME","6.25"
"7","5","90082C","nan","19.93"
"7","2","85114a","BLACK ENCHANTED FOREST PLACEMAT","23.94"
"7","7","90181A","AMBER GLASS/SHELL/PEARL NECKLACE","64.60"
"7","2","20791","BLUE TILED SET OF 3 DRAWERS","63.75"
"7","4","84611B","BLACK NEW BAROQUE FLOCK BOX","41.65"
"7","2","85160a","WHITE BIRD GARDEN DESIGN MUG","112.91"
"7","7","90125E","AMBER BERTIE GLASS BEAD BAG CHARM","23.14"
"7","5","37489D","PINK/GREEN FLOWER DESIGN BIG MUG","13.65"
"7","6","90202B","WHITE ENAMEL FLOWER HAIR TIE","20.84"
"7","5","90026D","nan","59.50"
"7","5","90176A","CLASSIC DIAMANTE NECKLACE JET","53.40"
"7","3","85040b","SET/4 BLUE FLOWER CANDLES IN BOWL","23.52"
"7","4","90078","PINK/WHITE GLASS DEMI CHOKER","52.64"
"7","3","47591b","SCOTTIES CHILDRENS APRON","29.47"
"7","6","90001C","ANTIQUE OPAL WHITE FLOWER EARRINGS","29.81"
"7","2","47348A","FUSCHIA VOILE POINTY SHOE DEC","13.65"
"7","4","72801e","S/4 FESTIVE GREEN DINNER CANDLES","17.57"
"7","6","90187A","BLUE DROP EARRINGS W BEAD CLUSTER","23.72"
"7","6","90051","CRACKED GLAZE NECKLACE RED","49.73"
"6","3","90152C","BLUE/NAT SHELL NECKLACE W PENDANT","35.70"
"6","4","84608","ORNATE EDWARDIAN CANDLE HOLDER","47.70"
"6","3","44265","M/COLOUR POM-POM CURTAIN","25.50"
"6","5","84986b","SET OF 36 SILVER PAPER DOILIES","17.88"
"6","5","21919","Electronic Talking Breath-A-Loser","30.47"
"6","5","78027","SEAGRASS S/2 CORNER LAUNDRY ","100.15"
"6","6","90025E","BAROQUE BUTTERFLY EARRINGS MONTANA","22.77"
"6","1","22722","SET OF 6 SPICE TINS PANTRY DESIGN","23.70"
"6","1","71101A","ANGEL ON KNEES METAL POLE 100CM H","5.10"
"6","1","37432","MUG PINK AND PURPLE ARABIC DESIGN","3.90"
"6","4","90043","COPPER AND BRASS BAG CHARM","29.70"
"6","4","90060B","FIRE POLISHED GLASS NECKL GOLD","35.70"
"6","4","90163B","WHITE ROSEBUD & PEARL NECKLACE","45.73"
"6","5","84660b","BLACK STITCHED WALL CLOCK","45.72"
"6","5","90141C","TURQ PENDANT TRIPLE SHELL NECKLACE","31.38"
"6","5","84596b","SMALL DOLLY MIX DESIGN ORANGE BOWL","15.06"
"6","2","35815P","ACRYLIC JEWEL SNOWFLAKE, PINK","12.60"
"6","4","20942","SET/6 GINGERBREAD TREE T-LIGHTS","7.50"
"6","2","46037A","PINK CANVAS DES CUSHION COVER ","7.50"
"6","6","37489C","GREEN/BLUE FLOWER DESIGN BIG MUG","16.31"
"6","3","21852","EMPIRE TEDDY","13.90"
"6","4","90179A","AMBER FINE BEAD NECKLACE W TASSEL","35.69"
"6","1","35975B","nan","0.00"
"6","6","90001A","ANTIQUE RASPBERRY FLOWER EARRINGS","25.65"
"6","5","20680","PINK FLOWERS CHILDS UMBRELLA","19.50"
"6","3","84971s","SMALL HEART FLOWERS HOOK ","9.96"
"6","4","84732B","CUTE BIRD CEATURE SCREEN","9.90"
"6","4","85070","nan","320.00"
"6","2","79065A","TEATIME ROUND CAKE TINS ","39.80"
"6","5","90075","MONTANA DIAMOND CLUSTER NECKLACE","54.52"
"5","5","90141B","IVORY PENDANT TRIPLE SHELL NECKLACE","25.17"
"5","5","90177A","CLASSIC DIAMANTE EARRINGS JET","14.79"
"5","3","21310","CAPIZ CHANDELIER","149.75"
"5","5","35995","SET/6 BLACK GLITTER REINDEER CANDLE","3.78"
"5","2","SP1002","KID'S CHALKBOARD/EASEL","14.75"
"5","5","35265","nan","34.75"
"5","2","84201C","HAPPY BIRTHDAY CARD TEDDY/CAKE","0.95"
"5","4","46775B","BERRIES CHUNKY KNITTED THROW ","84.75"
"5","5","90055","CRACKED GLAZE EARRINGS BROWN","12.75"
"5","3","90020","FILIGREE DIAMANTE CHAIN","63.75"
"5","4","90152B","BLUE/GREEN SHELL NECKLACE W PENDANT","29.75"
"5","4","37326","FAIRY DESIGN MUGS","5.86"
"5","4","90182C","BLACK 3 BEAD DROP EARRINGS","14.78"
"5","3","37451","nan","4.95"
"5","1","85025A","nan","0.00"
"5","3","90131","PINK/AMETHYST/GOLD NECKLACE","34.75"
"5","3","35001P","HAND OPEN SHAPE PINK","6.98"
"5","4","90024A","NEW BAROQUE B'FLY NECKLACE BLACK","42.50"
"5","4","84868B","BLUE BABY BOY'S MEMORY BOX","34.75"
"5","3","90141E","ORANGE PENDANT TRIPLE SHELL NECKLAC","25.31"
"5","3","20812","EMBOSSED FLOWER TRELLIS PHOTO FRAME","12.75"
"5","1","85231D","nan","0.00"
"5","5","85035b","CHOCOLATE 3 WICK MORRIS BOX CANDLE","42.35"
"5","3","81953P","ROUND ARTICULATED PINK CLOCK W/SUCK","4.25"
"5","3","78056","CAMOUFLAGE BACKPACK ON WHEELS","29.85"
"5","1","20959","nan","0.00"
"5","4","90026B","GLASS BEAD HOOP NECKLACE MONTANA","42.50"
"5","2","90066A","nan","33.75"
"5","3","90052","CRACKED GLAZE NECKLACE BROWN","35.44"
"5","1","37408","ASSORTED DESIGN GEISHA GIRL MUGS","6.25"
"5","4","47504J","ENGLISH ROSE SET/3 GARDEN TOOLS","67.25"
"5","5","90011E","AMBER CRYSTAL DROP EARRINGS","14.85"
"5","5","90132","LIGHT TOPAZ TEAL/AQUA COL NECKLACE","25.56"
"4","3","90021","LASER CUT MULTI STRAND NECKLACE","47.80"
"4","1","10109","BENDY COLOUR PENCILS","1.68"
"4","3","84534b","FAIRY CAKE NOTEBOOK A5 SIZE","6.64"
"4","3","90012B","BLACK DROP CRYSTAL NECKLACE","40.55"
"4","3","90206A","GOLD DIAMANTE STAR BROOCH","19.80"
"4","2","35980B","RED TOP SCANDINAVIAN HEART ","1.52"
"4","1","85039b","S/4 IVORY MINI ROSE CANDLE IN BOWL","13.44"
"4","2","84570B","WHITE SATIN DRESS JEWEL STAND","19.80"
"4","4","90025F","BAROQUE BUTTERFLY EARRINGS CRYSTAL","15.27"
"4","4","90074","BLACK DIAMOND CLUSTER NECKLACE","36.62"
"4","4","84732D","CUTE RABBIT CEATURE SCREEN ","6.60"
"4","1","35994","nan","0.00"
"4","4","90034","WHITE SILVER NECKLACE SHELL GLASS","40.50"
"4","3","90142A","GREEN PENDANT SHELL NECKLACE","20.36"
"4","4","90027A","GLASS BEAD HOOP EARRINGS BLACK","11.82"
"4","3","DCGS0072","CAT CAMOUFLAGUE COLLAR","20.68"
"4","4","84255A","PINK GLASS COCKTAIL LAMP","4.20"
"4","4","79302m","ART LIGHTS,FUNK MONKEY","23.77"
"4","4","21594","Dr. Jam's Arouzer Stress Ball","16.93"
"4","1","71409B","nan","0.00"
"4","4","85132a","CHARLIE + LOLA BISCUITS TINS","85.39"
"4","4","DCGS0066N","NAVY CUDDLES DOG HOODIE","17.30"
"4","1","21492","nan","0.00"
"4","3","90176D","DIAMANTE NECKLACE PURPLE","30.31"
"4","1","84558B","nan","0.00"
"4","3","47591c","BLUE FAIRY CAKE CHILD'S APRON","16.84"
"4","4","47518f","ICON PLACEMAT POP ART ELVIS","17.02"
"4","4","90181C","BLACK GLASS/SHELL/PEARL NECKLACE","37.78"
"4","2","85185E","DUCK SOCK PUPPET","11.80"
"4","4","85184c","S/4 VALENTINE DECOUPAGE HEART BOX","23.77"
"4","4","47556b","TEA TIME TEA TOWELS ","23.64"
"4","4","DCGS0069","OOH LA LA DOGS COLLAR","64.52"
"4","4","22929","SCHOOL DESK AND CHAIR ","260.00"
"4","3","37494a","FAIRY CAKE CERAMIC BUTTER DISH","24.16"
"4","3","35821P","JEWELLED DECORATION,PINK","5.90"
"4","1","84206B","CAT W SUNGLASSES BLANK CARD","0.76"
"4","3","90026C","GLASS BEAD HOOP NECKLACE GREEN","34.00"
"4","3","10002R","ROBOT PENCIL SHARPNER","20.57"
"4","4","21081","SET/20 POSIES PAPER NAPKINS","3.40"
"4","4","90183C","BLACK DROP EARRINGS W LONG BEADS","11.97"
"4","4","m","Manual","12.50"
"4","1","20858","SILVER PURSE GOLD PINK BUTTERFLY","6.60"
"4","1","21362","nan","0.00"
"4","1","47340B","nan","0.00"
"4","3","75172","PAINTED SEA SHELL METAL WINDCHIME","15.00"
"3","1","84614C","BLUE BAROQUE FLOCK CANDLE HOLDER","17.85"
"3","1","47009","nan","0.00"
"3","1","79340W","WHITE ORCHID FLOWER LIGHTS","0.00"
"3","3","90050","CRACKED GLAZE NECKLACE IVORY","21.39"
"3","3","84967A","PINK KASHMIRI OCCASIONAL TABLE","174.90"
"3","3","90214W","LETTER ""W"" BLING KEY RING","3.35"
"3","2","72752B","F.FAIRY,CANDLE IN GLASS,LAVENDER","12.75"
"3","2","90004A","JADE GREEN PAIR ENAMEL HAIR SLIDES","3.75"
"3","1","20995","nan","0.00"
"3","3","82011E","nan","7.50"
"3","2","82001s","VINYL RECORD FRAME SILVER","22.86"
"3","2","20882","MODERN CHRISTMAS TREE CANDLE","8.85"
"3","3","84942","KASHMIR FOLKART HEART DISHES","5.07"
"3","3","90141D","ROSE PENDANT TRIPLE SHELL NECKLACE","15.97"
"3","3","21767","FRENCH STYLE WIRE DOOR CABINET ","29.95"
"3","3","90077","BLACK DIAMOND CLUSTER EARRINGS","8.54"
"3","3","B","Adjust bad debt","-136552.02"
"3","3","90126B","BLUE BERTIE MOBILE PHONE CHARM","8.48"
"3","2","79303A","WHITE ROHMBIC BLOCK TABLE LAMP","5.90"
"3","3","84660a","WHITE STITCHED WALL CLOCK","22.86"
"3","2","84962","SET/3 COLOUR PAINTED KASHMIRI STOOL","179.85"
